Run,Step,BitsPerBase,GrammarSize,NeighborsEvaluated
42,9,3.529203,15,8
27,21,3.055815,11,44
31,21,3.156297,8,6
40,13,3.578792,11,3
40,14,3.543534,11,1
38,15,3.142220,6,22
44,2,3.818302,18,16
31,22,3.143195,8,15
43,9,3.491496,16,16
29,21,2.850693,13,31
42,10,3.462050,14,11
38,16,3.000085,7,17
40,15,3.533176,10,13
27,22,3.053625,10,18
31,23,3.096150,7,13
44,3,3.781694,18,7
40,16,3.269007,10,9
30,18,2.834732,9,42
38,17,2.812412,7,15
41,10,3.072638,8,67
31,24,3.030433,6,12
45,-1,4.985678,18,0
46,-1,5.026612,18,0
45,0,4.880064,18,1
44,4,3.728981,18,8
40,17,3.261974,11,12
42,11,3.388456,13,16
45,1,4.820578,18,6
40,18,3.247652,11,4
46,0,4.973019,18,7
45,2,4.212553,18,3
46,1,4.730056,17,2
46,2,4.688645,17,1
40,19,3.188229,10,5
43,10,3.437462,16,22
44,5,3.721943,18,10
46,3,4.688645,17,3
39,8,3.468096,17,49
46,4,3.974135,17,1
42,12,3.379286,13,12
45,3,4.132344,18,5
46,5,3.964402,16,1
45,4,4.112988,18,1
43,11,3.369431,16,7
40,20,3.184612,11,16
45,5,4.051230,17,9
45,6,4.020158,17,1
39,9,3.401953,17,12
46,6,3.856784,16,14
42,13,3.285273,12,16
45,7,3.974881,16,3
38,18,2.812412,7,67
45,8,3.822565,16,1
47,-1,3.757179,17,0
46,7,3.534050,16,2
47,0,3.708887,17,1
27,23,3.043548,10,62
42,14,3.017294,12,3
42,15,2.982049,12,1
40,21,3.126753,10,15
47,1,3.468956,17,2
46,8,3.523602,15,3
29,22,2.842660,12,51
39,10,3.392898,16,7
39,11,3.382015,15,1
43,12,3.292362,15,17
30,19,2.820083,9,62
40,22,3.059112,9,12
47,2,3.430744,17,7
42,16,2.981150,12,14
45,9,3.757366,15,14
45,10,3.543368,15,3
39,12,3.371762,14,8
39,13,3.359695,13,1
39,14,3.347294,12,3
46,9,3.502221,15,17
40,23,3.043560,8,17
30,20,2.807028,8,20
42,17,2.972201,11,12
45,11,3.480596,14,6
39,15,3.277190,12,5
30,21,2.791491,8,4
45,12,3.404177,13,3
42,18,2.904456,11,7
47,3,3.388744,17,15
45,13,3.387137,12,3
42,19,2.900552,10,2
47,4,3.334095,17,1
43,13,3.236044,15,21
39,16,3.238245,12,9
46,10,3.491772,14,13
27,24,3.036809,11,50
48,-1,4.717474,15,0
39,17,3.226493,11,4
48,0,4.242574,16,1
43,14,2.997080,15,6
39,18,3.213761,10,4
42,20,2.896451,9,13
44,6,3.568578,18,48
47,5,3.321911,16,9
45,14,3.383253,11,14
48,1,3.953546,15,5
46,11,3.480453,13,8
48,2,3.887389,14,2
48,3,3.853354,14,2
47,6,3.255349,16,4
48,4,3.792414,14,2
39,19,3.169281,10,11
45,15,3.356752,11,10
48,5,3.789106,14,4
39,20,3.156776,9,4
46,12,3.416825,13,11
46,13,3.374898,12,1
39,21,3.057052,9,2
45,16,3.282770,10,5
48,6,3.630578,14,4
47,7,3.223767,16,7
45,17,3.226069,10,3
43,15,2.924123,14,14
45,18,3.222089,9,1
39,22,3.044871,8,7
42,21,2.876669,9,26
45,19,3.218412,8,4
48,7,3.619694,13,7
39,23,3.044762,8,5
48,8,3.609022,12,2
46,14,3.374898,12,11
45,20,3.213990,7,5
30,22,2.777506,9,57
45,21,3.208929,6,1
39,24,3.016077,8,4
49,-1,5.520523,19,0
49,0,5.192676,19,1
40,24,3.043560,8,74
43,16,2.910704,13,11
49,1,5.171421,18,2
50,-1,4.403925,19,0
47,8,3.211694,15,11
46,15,3.352231,12,14
49,2,4.790268,18,5
29,23,2.842660,12,73
50,0,4.369287,18,5
42,22,2.861576,8,24
49,3,4.082660,18,1
51,-1,5.325913,17,0
48,9,3.596829,11,19
47,9,2.991825,14,7
51,0,5.033222,17,1
51,1,4.957530,16,1
49,4,4.061417,18,2
49,5,4.006892,18,1
48,10,3.428591,11,5
51,2,4.948088,15,3
45,22,3.208929,6,40
46,16,3.341455,11,10
51,3,4.763976,15,1
48,11,3.377090,11,4
52,-1,4.568200,17,0
51,4,4.346309,16,1
49,6,4.003302,18,4
50,1,4.131331,18,7
48,12,3.349548,12,3
52,0,4.565284,16,2
50,2,4.097466,18,2
44,7,3.517227,17,35
48,13,3.218425,12,4
50,3,4.003235,18,1
50,4,3.942317,17,2
51,5,4.110325,15,8
50,5,3.833353,16,2
49,7,3.964977,17,7
51,6,3.883319,15,2
30,23,2.770696,10,44
46,17,3.310008,10,18
51,7,3.543678,14,4
43,17,2.866672,13,30
48,14,3.196274,12,12
52,1,4.552867,15,12
48,15,3.134615,12,1
49,8,3.933170,16,7
49,9,3.924719,16,1
50,6,3.799219,15,10
48,16,3.100110,12,9
46,18,3.276458,9,17
48,17,3.044569,12,1
52,2,4.536490,14,9
49,10,3.884498,15,9
51,8,3.521816,13,16
48,18,2.981334,11,7
52,3,4.503340,14,7
49,11,3.857596,15,3
44,8,3.507317,17,22
52,4,4.132109,15,2
46,19,3.238066,8,16
50,7,3.621574,15,14
51,9,3.442500,12,10
52,5,4.126594,15,4
44,9,3.506878,16,5
49,12,3.736928,15,8
48,19,2.972273,10,14
46,20,3.195680,7,17
52,6,3.844488,14,6
52,7,3.790889,14,1
44,10,3.506772,15,5
52,8,3.770560,14,2
50,8,3.583132,14,13
42,23,2.861576,8,85
53,-1,5.145421,17,0
49,13,3.691893,14,12
53,0,5.133731,16,1
48,20,2.907040,10,16
52,9,3.685494,13,8
53,1,4.106013,16,1
44,11,3.503778,14,8
49,14,3.638714,13,3
49,15,3.632139,14,3
